FIPS,HAVI,HAVI_level,factor_variable,factor_label,domain,factor_weight,havi_component_value,weighted_contribution,signed_pct_contribution,abs_pct_contribution,direction
16075,50.10570938528237,Moderate Vulnerability,ACS_PCT_RENTER_HU_COST_30PCT_havi,Housing Burden,SDOH,0.044444444444444446,-0.6529391553886291,-0.029019518017272407,-6.646943949375865,6.646943949375865,Lowers HAVI
16075,50.10570938528237,Moderate Vulnerability,ACS_PCT_HH_NO_INTERNET_havi,No Internet,SDOH,0.044444444444444446,-0.7262013487333493,-0.03227561549925997,-7.392755697303355,7.392755697303355,Lowers HAVI
16075,50.10570938528237,Moderate Vulnerability,rural_pct_havi,Rural Population,SDOH,0.044444444444444446,-0.6783050813077599,-0.030146892502567108,-6.905169982256569,6.905169982256569,Lowers HAVI
16075,50.10570938528237,Moderate Vulnerability,ACS_PCT_HH_LIMIT_ENGLISH_havi,Limited English,SDOH,0.044444444444444446,0.0095363128507927,0.0004238361267018978,0.09708000581647418,0.09708000581647418,Increases HAVI
16075,50.10570938528237,Moderate Vulnerability,ACS_PCT_UNINSURED_havi,Uninsured,SDOH,0.044444444444444446,-0.2422245268184622,-0.010765534525264988,-2.4658543443731853,2.4658543443731853,Lowers HAVI
16075,50.10570938528237,Moderate Vulnerability,transport_vulnerability_havi,Transportation Vulnerability,SDOH,0.044444444444444446,0.2886642024826392,0.01282952011033952,2.938611903204607,2.938611903204607,Increases HAVI
16075,50.10570938528237,Moderate Vulnerability,POS_MEDIAN_DIST_CLINIC_havi,Distance to Clinic,SDOH,0.044444444444444446,-0.5815809148419515,-0.02584804065964229,-5.920514509013181,5.920514509013181,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,primary_care_providers_per_10k_havi,Primary Care Providers,Supply,0.0375,0.9224397249585116,0.03459148968594418,4.72204362035827,4.72204362035827,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,dentists_per_10k_havi,Dentists,Supply,0.0375,0.7555200650417514,0.028332002439065675,3.8675683696769743,3.8675683696769743,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,mental_health_providers_per_10k_havi,Mental Health Providers,Supply,0.0375,0.5661952409447674,0.021232321535428776,2.8983992699368,2.8983992699368,Increases HAVI
16077,52.147702976412674,Moderate Vulnerability,beds_per_1000_havi,Hospital Beds,Supply,0.0375,-0.3253826129264335,-0.012201847984741256,-1.665659934164127,1.665659934164127,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,hospitals_per_100k_havi,Hospitals,Supply,0.0375,-0.7935727297447841,-0.0297589773654294,-4.062363040522995,4.062363040522995,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,clinics_per_100k_havi,Rural Health Clinics,Supply,0.0375,-0.099885026191014,-0.003745688482163025,-0.5113195344181541,0.5113195344181541,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,critical_access_per_100k_havi,Critical Access Hospitals,Supply,0.0375,-0.9580945245696432,-0.03592854467136162,-4.9045634256999895,4.9045634256999895,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,POS_FQHC_RATE_havi,FQHC Access,Supply,0.0375,-0.2243599874566501,-0.008413499529624379,-1.148516936953237,1.148516936953237,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_AGE_ABOVE65_havi,Older Adults,Demand,0.075,-0.9241792549450442,-0.06931344412087831,-9.461896830336496,9.461896830336496,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,disease_burden_composite_havi,Disease Burden,Demand,0.075,-0.4486593837559315,-0.033649453781694864,-4.593447405734519,4.593447405734519,Lowers HAVI
16077,52.147702976412674,Moderate Vulnerability,ACS_PCT_AGE_0_4_havi,Children Under 5,Demand,0.075,-0.2108092391865766,-0.015810692938993245,-2.158299119345336,2.158299119345336,Lowers HAVI
